"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
222 4775.0000000000 4775.0000000000 4775.0000000000 4775.0000000000
246 4785.0000000000 4785.0000000000 4785.0000000000 4785.0000000000
252 4796.0000000000 4796.0000000000 4796.0000000000 4796.0000000000
264 4823.0000000000 4823.0000000000 4823.0000000000 4823.0000000000
278 4881.0000000000 4881.0000000000 4881.0000000000 4881.0000000000
286 4932.0000000000 4932.0000000000 4932.0000000000 4932.0000000000
292 4941.0000000000 4941.0000000000 4941.0000000000 4941.0000000000
373 5008.0000000000 5008.0000000000 5008.0000000000 5008.0000000000
477 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 5019.0000000000 5050.0000000000 5019.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2649.0000000000 2649.0000000000 2649.0000000000 2649.0000000000
2 2656.0000000000 2656.0000000000 2656.0000000000 2656.0000000000
3 2687.0000000000 2687.0000000000 2687.0000000000 2687.0000000000
4 2728.0000000000 2728.0000000000 2728.0000000000 2728.0000000000
5 2753.0000000000 2753.0000000000 2753.0000000000 2753.0000000000
6 2770.0000000000 2770.0000000000 2770.0000000000 2770.0000000000
7 2845.0000000000 2845.0000000000 2845.0000000000 2845.0000000000
8 2894.0000000000 2894.0000000000 2894.0000000000 2894.0000000000
11 2989.0000000000 2989.0000000000 2989.0000000000 2989.0000000000
12 3068.0000000000 3068.0000000000 3068.0000000000 3068.0000000000
13 3126.0000000000 3126.0000000000 3126.0000000000 3126.0000000000
16 3190.0000000000 3190.0000000000 3190.0000000000 3190.0000000000
17 3290.0000000000 3290.0000000000 3290.0000000000 3290.0000000000
20 3378.0000000000 3378.0000000000 3378.0000000000 3378.0000000000
22 3400.0000000000 3400.0000000000 3400.0000000000 3400.0000000000
24 3440.0000000000 3440.0000000000 3440.0000000000 3440.0000000000
30 3476.0000000000 3476.0000000000 3476.0000000000 3476.0000000000
31 3558.0000000000 3558.0000000000 3558.0000000000 3558.0000000000
32 3590.0000000000 3590.0000000000 3590.0000000000 3590.0000000000
35 3635.0000000000 3635.0000000000 3635.0000000000 3635.0000000000
36 3665.0000000000 3665.0000000000 3665.0000000000 3665.0000000000
42 3713.0000000000 3713.0000000000 3713.0000000000 3713.0000000000
48 3725.0000000000 3725.0000000000 3725.0000000000 3725.0000000000
51 3809.0000000000 3809.0000000000 3809.0000000000 3809.0000000000
55 3899.0000000000 3899.0000000000 3899.0000000000 3899.0000000000
58 3992.0000000000 3992.0000000000 3992.0000000000 3992.0000000000
59 4062.0000000000 4062.0000000000 4062.0000000000 4062.0000000000
67 4078.0000000000 4078.0000000000 4078.0000000000 4078.0000000000
69 4125.0000000000 4125.0000000000 4125.0000000000 4125.0000000000
73 4177.0000000000 4177.0000000000 4177.0000000000 4177.0000000000
76 4260.0000000000 4260.0000000000 4260.0000000000 4260.0000000000
83 4317.0000000000 4317.0000000000 4317.0000000000 4317.0000000000
93 4378.0000000000 4378.0000000000 4378.0000000000 4378.0000000000
107 4393.0000000000 4393.0000000000 4393.0000000000 4393.0000000000
112 4411.0000000000 4411.0000000000 4411.0000000000 4411.0000000000
113 4476.0000000000 4476.0000000000 4476.0000000000 4476.0000000000
116 4485.0000000000 4485.0000000000 4485.0000000000 4485.0000000000
123 4522.0000000000 4522.0000000000 4522.0000000000 4522.0000000000
127 4551.0000000000 4551.0000000000 4551.0000000000 4551.0000000000
130 4575.0000000000 4575.0000000000 4575.0000000000 4575.0000000000
131 4625.0000000000 4625.0000000000 4625.0000000000 4625.0000000000
139 4722.0000000000 4722.0000000000 4722.0000000000 4722.0000000000
144 4775.0000000000 4775.0000000000 4775.0000000000 4775.0000000000
150 4783.0000000000 4783.0000000000 4783.0000000000 4783.0000000000
174 4816.0000000000 4816.0000000000 4816.0000000000 4816.0000000000
201 4858.0000000000 4858.0000000000 4858.0000000000 4858.0000000000
216 4939.0000000000 4939.0000000000 4939.0000000000 4939.0000000000
257 4944.0000000000 4944.0000000000 4944.0000000000 4944.0000000000
310 4955.0000000000 4955.0000000000 4955.0000000000 4955.0000000000
424 4965.0000000000 4965.0000000000 4965.0000000000 4965.0000000000
435 4999.0000000000 4999.0000000000 4999.0000000000 4999.0000000000
644 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 5003.0000000000 5050.0000000000 5003.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2542.0000000000 2542.0000000000 2542.0000000000 2542.0000000000
2 2549.0000000000 2549.0000000000 2549.0000000000 2549.0000000000
3 2622.0000000000 2622.0000000000 2622.0000000000 2622.0000000000
4 2623.0000000000 2623.0000000000 2623.0000000000 2623.0000000000
5 2669.0000000000 2669.0000000000 2669.0000000000 2669.0000000000
6 2679.0000000000 2679.0000000000 2679.0000000000 2679.0000000000
8 2728.0000000000 2728.0000000000 2728.0000000000 2728.0000000000
11 2781.0000000000 2781.0000000000 2781.0000000000 2781.0000000000
12 2806.0000000000 2806.0000000000 2806.0000000000 2806.0000000000
15 2883.0000000000 2883.0000000000 2883.0000000000 2883.0000000000
17 2979.0000000000 2979.0000000000 2979.0000000000 2979.0000000000
19 3020.0000000000 3020.0000000000 3020.0000000000 3020.0000000000
22 3120.0000000000 3120.0000000000 3120.0000000000 3120.0000000000
23 3215.0000000000 3215.0000000000 3215.0000000000 3215.0000000000
29 3220.0000000000 3220.0000000000 3220.0000000000 3220.0000000000
31 3242.0000000000 3242.0000000000 3242.0000000000 3242.0000000000
33 3298.0000000000 3298.0000000000 3298.0000000000 3298.0000000000
35 3337.0000000000 3337.0000000000 3337.0000000000 3337.0000000000
37 3365.0000000000 3365.0000000000 3365.0000000000 3365.0000000000
39 3409.0000000000 3409.0000000000 3409.0000000000 3409.0000000000
47 3426.0000000000 3426.0000000000 3426.0000000000 3426.0000000000
49 3452.0000000000 3452.0000000000 3452.0000000000 3452.0000000000
51 3523.0000000000 3523.0000000000 3523.0000000000 3523.0000000000
56 3538.0000000000 3538.0000000000 3538.0000000000 3538.0000000000
58 3561.0000000000 3561.0000000000 3561.0000000000 3561.0000000000
59 3641.0000000000 3641.0000000000 3641.0000000000 3641.0000000000
62 3696.0000000000 3696.0000000000 3696.0000000000 3696.0000000000
64 3733.0000000000 3733.0000000000 3733.0000000000 3733.0000000000
65 3800.0000000000 3800.0000000000 3800.0000000000 3800.0000000000
66 3806.0000000000 3806.0000000000 3806.0000000000 3806.0000000000
67 3833.0000000000 3833.0000000000 3833.0000000000 3833.0000000000
69 3911.0000000000 3911.0000000000 3911.0000000000 3911.0000000000
75 3958.0000000000 3958.0000000000 3958.0000000000 3958.0000000000
79 3993.0000000000 3993.0000000000 3993.0000000000 3993.0000000000
86 4035.0000000000 4035.0000000000 4035.0000000000 4035.0000000000
90 4048.0000000000 4048.0000000000 4048.0000000000 4048.0000000000
100 4081.0000000000 4081.0000000000 4081.0000000000 4081.0000000000
109 4084.0000000000 4084.0000000000 4084.0000000000 4084.0000000000
115 4124.0000000000 4124.0000000000 4124.0000000000 4124.0000000000
124 4203.0000000000 4203.0000000000 4203.0000000000 4203.0000000000
128 4293.0000000000 4293.0000000000 4293.0000000000 4293.0000000000
133 4358.0000000000 4358.0000000000 4358.0000000000 4358.0000000000
137 4360.0000000000 4360.0000000000 4360.0000000000 4360.0000000000
140 4459.0000000000 4459.0000000000 4459.0000000000 4459.0000000000
143 4528.0000000000 4528.0000000000 4528.0000000000 4528.0000000000
156 4604.0000000000 4604.0000000000 4604.0000000000 4604.0000000000
157 4622.0000000000 4622.0000000000 4622.0000000000 4622.0000000000
161 4679.0000000000 4679.0000000000 4679.0000000000 4679.0000000000
170 4763.0000000000 4763.0000000000 4763.0000000000 4763.0000000000
176 4825.0000000000 4825.0000000000 4825.0000000000 4825.0000000000
189 4829.0000000000 4829.0000000000 4829.0000000000 4829.0000000000
205 4837.0000000000 4837.0000000000 4837.0000000000 4837.0000000000
217 4912.0000000000 4912.0000000000 4912.0000000000 4912.0000000000
219 4921.0000000000 4921.0000000000 4921.0000000000 4921.0000000000
257 4971.0000000000 4971.0000000000 4971.0000000000 4971.0000000000
258 4982.0000000000 4982.0000000000 4982.0000000000 4982.0000000000
317 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 4955.0000000000 5050.0000000000 4955.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2464.0000000000 2464.0000000000 2464.0000000000 2464.0000000000
2 2509.0000000000 2509.0000000000 2509.0000000000 2509.0000000000
3 2586.0000000000 2586.0000000000 2586.0000000000 2586.0000000000
5 2608.0000000000 2608.0000000000 2608.0000000000 2608.0000000000
6 2699.0000000000 2699.0000000000 2699.0000000000 2699.0000000000
11 2787.0000000000 2787.0000000000 2787.0000000000 2787.0000000000
14 2804.0000000000 2804.0000000000 2804.0000000000 2804.0000000000
15 2871.0000000000 2871.0000000000 2871.0000000000 2871.0000000000
20 2928.0000000000 2928.0000000000 2928.0000000000 2928.0000000000
21 2968.0000000000 2968.0000000000 2968.0000000000 2968.0000000000
23 3067.0000000000 3067.0000000000 3067.0000000000 3067.0000000000
24 3123.0000000000 3123.0000000000 3123.0000000000 3123.0000000000
25 3204.0000000000 3204.0000000000 3204.0000000000 3204.0000000000
26 3206.0000000000 3206.0000000000 3206.0000000000 3206.0000000000
35 3265.0000000000 3265.0000000000 3265.0000000000 3265.0000000000
36 3308.0000000000 3308.0000000000 3308.0000000000 3308.0000000000
38 3311.0000000000 3311.0000000000 3311.0000000000 3311.0000000000
39 3312.0000000000 3312.0000000000 3312.0000000000 3312.0000000000
41 3342.0000000000 3342.0000000000 3342.0000000000 3342.0000000000
46 3421.0000000000 3421.0000000000 3421.0000000000 3421.0000000000
47 3467.0000000000 3467.0000000000 3467.0000000000 3467.0000000000
48 3481.0000000000 3481.0000000000 3481.0000000000 3481.0000000000
52 3577.0000000000 3577.0000000000 3577.0000000000 3577.0000000000
56 3587.0000000000 3587.0000000000 3587.0000000000 3587.0000000000
57 3623.0000000000 3623.0000000000 3623.0000000000 3623.0000000000
61 3681.0000000000 3681.0000000000 3681.0000000000 3681.0000000000
74 3714.0000000000 3714.0000000000 3714.0000000000 3714.0000000000
80 3718.0000000000 3718.0000000000 3718.0000000000 3718.0000000000
81 3741.0000000000 3741.0000000000 3741.0000000000 3741.0000000000
95 3748.0000000000 3748.0000000000 3748.0000000000 3748.0000000000
99 3818.0000000000 3818.0000000000 3818.0000000000 3818.0000000000
104 3889.0000000000 3889.0000000000 3889.0000000000 3889.0000000000
112 3987.0000000000 3987.0000000000 3987.0000000000 3987.0000000000
117 4029.0000000000 4029.0000000000 4029.0000000000 4029.0000000000
121 4112.0000000000 4112.0000000000 4112.0000000000 4112.0000000000
123 4181.0000000000 4181.0000000000 4181.0000000000 4181.0000000000
125 4205.0000000000 4205.0000000000 4205.0000000000 4205.0000000000
129 4226.0000000000 4226.0000000000 4226.0000000000 4226.0000000000
132 4242.0000000000 4242.0000000000 4242.0000000000 4242.0000000000
135 4308.0000000000 4308.0000000000 4308.0000000000 4308.0000000000
138 4317.0000000000 4317.0000000000 4317.0000000000 4317.0000000000
142 4356.0000000000 4356.0000000000 4356.0000000000 4356.0000000000
145 4411.0000000000 4411.0000000000 4411.0000000000 4411.0000000000
161 4493.0000000000 4493.0000000000 4493.0000000000 4493.0000000000
172 4506.0000000000 4506.0000000000 4506.0000000000 4506.0000000000
183 4517.0000000000 4517.0000000000 4517.0000000000 4517.0000000000
215 4601.0000000000 4601.0000000000 4601.0000000000 4601.0000000000
235 4626.0000000000 4626.0000000000 4626.0000000000 4626.0000000000
247 4690.0000000000 4690.0000000000 4690.0000000000 4690.0000000000
260 4753.0000000000 4753.0000000000 4753.0000000000 4753.0000000000
263 4829.0000000000 4829.0000000000 4829.0000000000 4829.0000000000
273 4873.0000000000 4873.0000000000 4873.0000000000 4873.0000000000
304 4953.0000000000 4953.0000000000 4953.0000000000 4953.0000000000
327 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 4964.0000000000 5050.0000000000 4964.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2559.0000000000 2559.0000000000 2559.0000000000 2559.0000000000
2 2652.0000000000 2652.0000000000 2652.0000000000 2652.0000000000
3 2749.0000000000 2749.0000000000 2749.0000000000 2749.0000000000
4 2765.0000000000 2765.0000000000 2765.0000000000 2765.0000000000
5 2779.0000000000 2779.0000000000 2779.0000000000 2779.0000000000
6 2871.0000000000 2871.0000000000 2871.0000000000 2871.0000000000
10 2915.0000000000 2915.0000000000 2915.0000000000 2915.0000000000
14 3003.0000000000 3003.0000000000 3003.0000000000 3003.0000000000
20 3043.0000000000 3043.0000000000 3043.0000000000 3043.0000000000
21 3084.0000000000 3084.0000000000 3084.0000000000 3084.0000000000
23 3120.0000000000 3120.0000000000 3120.0000000000 3120.0000000000
26 3177.0000000000 3177.0000000000 3177.0000000000 3177.0000000000
28 3228.0000000000 3228.0000000000 3228.0000000000 3228.0000000000
31 3284.0000000000 3284.0000000000 3284.0000000000 3284.0000000000
32 3356.0000000000 3356.0000000000 3356.0000000000 3356.0000000000
34 3417.0000000000 3417.0000000000 3417.0000000000 3417.0000000000
35 3498.0000000000 3498.0000000000 3498.0000000000 3498.0000000000
37 3546.0000000000 3546.0000000000 3546.0000000000 3546.0000000000
39 3588.0000000000 3588.0000000000 3588.0000000000 3588.0000000000
40 3619.0000000000 3619.0000000000 3619.0000000000 3619.0000000000
43 3668.0000000000 3668.0000000000 3668.0000000000 3668.0000000000
45 3702.0000000000 3702.0000000000 3702.0000000000 3702.0000000000
50 3705.0000000000 3705.0000000000 3705.0000000000 3705.0000000000
53 3748.0000000000 3748.0000000000 3748.0000000000 3748.0000000000
63 3793.0000000000 3793.0000000000 3793.0000000000 3793.0000000000
69 3831.0000000000 3831.0000000000 3831.0000000000 3831.0000000000
72 3921.0000000000 3921.0000000000 3921.0000000000 3921.0000000000
75 3922.0000000000 3922.0000000000 3922.0000000000 3922.0000000000
82 4021.0000000000 4021.0000000000 4021.0000000000 4021.0000000000
86 4104.0000000000 4104.0000000000 4104.0000000000 4104.0000000000
90 4164.0000000000 4164.0000000000 4164.0000000000 4164.0000000000
97 4240.0000000000 4240.0000000000 4240.0000000000 4240.0000000000
98 4303.0000000000 4303.0000000000 4303.0000000000 4303.0000000000
116 4381.0000000000 4381.0000000000 4381.0000000000 4381.0000000000
123 4428.0000000000 4428.0000000000 4428.0000000000 4428.0000000000
130 4461.0000000000 4461.0000000000 4461.0000000000 4461.0000000000
140 4465.0000000000 4465.0000000000 4465.0000000000 4465.0000000000
143 4519.0000000000 4519.0000000000 4519.0000000000 4519.0000000000
144 4605.0000000000 4605.0000000000 4605.0000000000 4605.0000000000
148 4672.0000000000 4672.0000000000 4672.0000000000 4672.0000000000
168 4754.0000000000 4754.0000000000 4754.0000000000 4754.0000000000
169 4804.0000000000 4804.0000000000 4804.0000000000 4804.0000000000
171 4877.0000000000 4877.0000000000 4877.0000000000 4877.0000000000
198 4964.0000000000 4964.0000000000 4964.0000000000 4964.0000000000
205 5028.0000000000 5028.0000000000 5028.0000000000 5028.0000000000
485 5037.0000000000 5037.0000000000 5037.0000000000 5037.0000000000
568 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 5042.0000000000 5050.0000000000 5042.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2126.0000000000 2126.0000000000 2126.0000000000 2126.0000000000
3 2210.0000000000 2210.0000000000 2210.0000000000 2210.0000000000
5 2221.0000000000 2221.0000000000 2221.0000000000 2221.0000000000
7 2266.0000000000 2266.0000000000 2266.0000000000 2266.0000000000
8 2322.0000000000 2322.0000000000 2322.0000000000 2322.0000000000
9 2330.0000000000 2330.0000000000 2330.0000000000 2330.0000000000
12 2395.0000000000 2395.0000000000 2395.0000000000 2395.0000000000
15 2456.0000000000 2456.0000000000 2456.0000000000 2456.0000000000
16 2546.0000000000 2546.0000000000 2546.0000000000 2546.0000000000
17 2580.0000000000 2580.0000000000 2580.0000000000 2580.0000000000
21 2657.0000000000 2657.0000000000 2657.0000000000 2657.0000000000
25 2751.0000000000 2751.0000000000 2751.0000000000 2751.0000000000
30 2808.0000000000 2808.0000000000 2808.0000000000 2808.0000000000
34 2840.0000000000 2840.0000000000 2840.0000000000 2840.0000000000
40 2869.0000000000 2869.0000000000 2869.0000000000 2869.0000000000
42 2915.0000000000 2915.0000000000 2915.0000000000 2915.0000000000
43 3011.0000000000 3011.0000000000 3011.0000000000 3011.0000000000
52 3063.0000000000 3063.0000000000 3063.0000000000 3063.0000000000
54 3122.0000000000 3122.0000000000 3122.0000000000 3122.0000000000
61 3189.0000000000 3189.0000000000 3189.0000000000 3189.0000000000
62 3226.0000000000 3226.0000000000 3226.0000000000 3226.0000000000
67 3243.0000000000 3243.0000000000 3243.0000000000 3243.0000000000
72 3258.0000000000 3258.0000000000 3258.0000000000 3258.0000000000
73 3349.0000000000 3349.0000000000 3349.0000000000 3349.0000000000
74 3389.0000000000 3389.0000000000 3389.0000000000 3389.0000000000
75 3438.0000000000 3438.0000000000 3438.0000000000 3438.0000000000
82 3458.0000000000 3458.0000000000 3458.0000000000 3458.0000000000
83 3460.0000000000 3460.0000000000 3460.0000000000 3460.0000000000
84 3518.0000000000 3518.0000000000 3518.0000000000 3518.0000000000
88 3559.0000000000 3559.0000000000 3559.0000000000 3559.0000000000
102 3659.0000000000 3659.0000000000 3659.0000000000 3659.0000000000
106 3710.0000000000 3710.0000000000 3710.0000000000 3710.0000000000
111 3715.0000000000 3715.0000000000 3715.0000000000 3715.0000000000
113 3725.0000000000 3725.0000000000 3725.0000000000 3725.0000000000
117 3822.0000000000 3822.0000000000 3822.0000000000 3822.0000000000
122 3849.0000000000 3849.0000000000 3849.0000000000 3849.0000000000
123 3885.0000000000 3885.0000000000 3885.0000000000 3885.0000000000
127 3984.0000000000 3984.0000000000 3984.0000000000 3984.0000000000
128 4071.0000000000 4071.0000000000 4071.0000000000 4071.0000000000
133 4145.0000000000 4145.0000000000 4145.0000000000 4145.0000000000
136 4230.0000000000 4230.0000000000 4230.0000000000 4230.0000000000
145 4277.0000000000 4277.0000000000 4277.0000000000 4277.0000000000
193 4353.0000000000 4353.0000000000 4353.0000000000 4353.0000000000
196 4425.0000000000 4425.0000000000 4425.0000000000 4425.0000000000
198 4520.0000000000 4520.0000000000 4520.0000000000 4520.0000000000
202 4613.0000000000 4613.0000000000 4613.0000000000 4613.0000000000
205 4677.0000000000 4677.0000000000 4677.0000000000 4677.0000000000
212 4763.0000000000 4763.0000000000 4763.0000000000 4763.0000000000
298 4851.0000000000 4851.0000000000 4851.0000000000 4851.0000000000
309 4943.0000000000 4943.0000000000 4943.0000000000 4943.0000000000
316 4993.0000000000 4993.0000000000 4993.0000000000 4993.0000000000
361 5031.0000000000 5031.0000000000 5031.0000000000 5031.0000000000
681 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 5009.0000000000 5050.0000000000 5009.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2997.0000000000 2997.0000000000 2997.0000000000 2997.0000000000
3 3089.0000000000 3089.0000000000 3089.0000000000 3089.0000000000
7 3160.0000000000 3160.0000000000 3160.0000000000 3160.0000000000
11 3218.0000000000 3218.0000000000 3218.0000000000 3218.0000000000
13 3299.0000000000 3299.0000000000 3299.0000000000 3299.0000000000
17 3320.0000000000 3320.0000000000 3320.0000000000 3320.0000000000
18 3328.0000000000 3328.0000000000 3328.0000000000 3328.0000000000
21 3374.0000000000 3374.0000000000 3374.0000000000 3374.0000000000
23 3391.0000000000 3391.0000000000 3391.0000000000 3391.0000000000
25 3424.0000000000 3424.0000000000 3424.0000000000 3424.0000000000
27 3430.0000000000 3430.0000000000 3430.0000000000 3430.0000000000
29 3500.0000000000 3500.0000000000 3500.0000000000 3500.0000000000
35 3532.0000000000 3532.0000000000 3532.0000000000 3532.0000000000
51 3623.0000000000 3623.0000000000 3623.0000000000 3623.0000000000
52 3670.0000000000 3670.0000000000 3670.0000000000 3670.0000000000
53 3714.0000000000 3714.0000000000 3714.0000000000 3714.0000000000
54 3743.0000000000 3743.0000000000 3743.0000000000 3743.0000000000
57 3767.0000000000 3767.0000000000 3767.0000000000 3767.0000000000
64 3836.0000000000 3836.0000000000 3836.0000000000 3836.0000000000
68 3872.0000000000 3872.0000000000 3872.0000000000 3872.0000000000
76 3962.0000000000 3962.0000000000 3962.0000000000 3962.0000000000
78 4034.0000000000 4034.0000000000 4034.0000000000 4034.0000000000
85 4109.0000000000 4109.0000000000 4109.0000000000 4109.0000000000
86 4151.0000000000 4151.0000000000 4151.0000000000 4151.0000000000
100 4169.0000000000 4169.0000000000 4169.0000000000 4169.0000000000
115 4195.0000000000 4195.0000000000 4195.0000000000 4195.0000000000
120 4199.0000000000 4199.0000000000 4199.0000000000 4199.0000000000
130 4218.0000000000 4218.0000000000 4218.0000000000 4218.0000000000
140 4302.0000000000 4302.0000000000 4302.0000000000 4302.0000000000
143 4363.0000000000 4363.0000000000 4363.0000000000 4363.0000000000
145 4426.0000000000 4426.0000000000 4426.0000000000 4426.0000000000
146 4475.0000000000 4475.0000000000 4475.0000000000 4475.0000000000
173 4574.0000000000 4574.0000000000 4574.0000000000 4574.0000000000
185 4639.0000000000 4639.0000000000 4639.0000000000 4639.0000000000
216 4734.0000000000 4734.0000000000 4734.0000000000 4734.0000000000
223 4777.0000000000 4777.0000000000 4777.0000000000 4777.0000000000
249 4808.0000000000 4808.0000000000 4808.0000000000 4808.0000000000
253 4824.0000000000 4824.0000000000 4824.0000000000 4824.0000000000
266 4892.0000000000 4892.0000000000 4892.0000000000 4892.0000000000
383 4946.0000000000 4946.0000000000 4946.0000000000 4946.0000000000
520 4974.0000000000 4974.0000000000 4974.0000000000 4974.0000000000
544 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 4996.0000000000 5050.0000000000 4996.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2928.0000000000 2928.0000000000 2928.0000000000 2928.0000000000
6 2995.0000000000 2995.0000000000 2995.0000000000 2995.0000000000
8 3007.0000000000 3007.0000000000 3007.0000000000 3007.0000000000
9 3036.0000000000 3036.0000000000 3036.0000000000 3036.0000000000
12 3044.0000000000 3044.0000000000 3044.0000000000 3044.0000000000
14 3046.0000000000 3046.0000000000 3046.0000000000 3046.0000000000
15 3096.0000000000 3096.0000000000 3096.0000000000 3096.0000000000
19 3118.0000000000 3118.0000000000 3118.0000000000 3118.0000000000
21 3170.0000000000 3170.0000000000 3170.0000000000 3170.0000000000
22 3181.0000000000 3181.0000000000 3181.0000000000 3181.0000000000
23 3235.0000000000 3235.0000000000 3235.0000000000 3235.0000000000
24 3249.0000000000 3249.0000000000 3249.0000000000 3249.0000000000
25 3267.0000000000 3267.0000000000 3267.0000000000 3267.0000000000
29 3297.0000000000 3297.0000000000 3297.0000000000 3297.0000000000
30 3388.0000000000 3388.0000000000 3388.0000000000 3388.0000000000
34 3469.0000000000 3469.0000000000 3469.0000000000 3469.0000000000
46 3476.0000000000 3476.0000000000 3476.0000000000 3476.0000000000
54 3562.0000000000 3562.0000000000 3562.0000000000 3562.0000000000
57 3599.0000000000 3599.0000000000 3599.0000000000 3599.0000000000
63 3618.0000000000 3618.0000000000 3618.0000000000 3618.0000000000
67 3634.0000000000 3634.0000000000 3634.0000000000 3634.0000000000
70 3716.0000000000 3716.0000000000 3716.0000000000 3716.0000000000
71 3749.0000000000 3749.0000000000 3749.0000000000 3749.0000000000
72 3758.0000000000 3758.0000000000 3758.0000000000 3758.0000000000
74 3832.0000000000 3832.0000000000 3832.0000000000 3832.0000000000
85 3929.0000000000 3929.0000000000 3929.0000000000 3929.0000000000
87 3992.0000000000 3992.0000000000 3992.0000000000 3992.0000000000
93 3998.0000000000 3998.0000000000 3998.0000000000 3998.0000000000
94 4018.0000000000 4018.0000000000 4018.0000000000 4018.0000000000
101 4117.0000000000 4117.0000000000 4117.0000000000 4117.0000000000
105 4160.0000000000 4160.0000000000 4160.0000000000 4160.0000000000
114 4243.0000000000 4243.0000000000 4243.0000000000 4243.0000000000
120 4270.0000000000 4270.0000000000 4270.0000000000 4270.0000000000
124 4330.0000000000 4330.0000000000 4330.0000000000 4330.0000000000
